#{"t_start": 1724501887.995232, "env_id": "CustomHopper-source-v0"}
r,l,t
785.30843,270,52.325214
683.472363,233,52.393334
786.423279,242,52.463915
552.615788,199,52.522827
623.467823,203,52.58132
338.160403,135,52.621373
112.298924,62,52.639427
325.690075,149,53.427768
287.821992,136,53.458022
327.270781,150,53.490901
336.393438,152,53.525675
1142.228989,500,53.63377
407.560668,162,53.681819
389.365407,158,53.726126
411.889168,158,53.770882
566.465271,196,53.824614
937.271284,398,53.934698
539.60065,200,53.988574
896.810422,311,54.074821
259.281259,112,54.105534
518.196928,180,54.15518
628.265175,209,55.188439
588.223521,204,55.243119
866.461474,293,55.322465
318.610227,127,55.358418
598.378308,231,55.420244
588.220477,203,55.475679
119.204332,65,55.493245
854.557441,296,55.572611
642.346866,212,55.629447
702.878692,250,55.697168
648.491682,213,56.58252
570.264464,197,56.644336
846.528259,295,56.733505
625.176048,206,56.795942
214.105765,100,56.826527
271.925653,133,56.865605
271.848845,133,56.898404
272.450898,133,56.92952
277.313398,134,56.961522
275.346679,134,56.994771
540.520245,196,57.060079
154.442668,85,57.08665
859.307289,307,57.174017
735.633534,255,57.2407
906.263204,291,58.272964
347.276187,131,58.310863
792.965143,270,58.385601
654.220973,234,58.451896
882.675009,299,58.534556
501.432477,203,58.589336
605.628152,201,58.644566
608.941267,201,58.700214
716.919012,232,58.762154
652.696805,216,59.761855
887.300308,298,59.846569
587.655905,212,59.904791
667.383688,216,59.96549
609.102182,211,60.025316
566.906993,197,60.080142
631.369737,206,60.137292
418.148619,139,60.174914
861.960183,362,60.274185
1102.399285,405,60.373185
1130.740964,415,60.463225
1119.289611,500,60.571325
1301.38577,500,60.678728
1119.727088,408,60.76727
725.386294,243,61.788044
564.985354,189,61.846231
423.54653,142,61.889043
269.260382,124,61.927473
1176.923378,500,62.080637
818.1763,264,62.16011
795.575607,282,62.243174
1198.925261,500,63.34642
663.31204,218,63.406223
805.689294,285,63.485544
1064.71479,346,63.580675
624.581546,210,63.637676
1322.294046,462,63.764091
601.996482,192,63.817082
607.430061,200,63.871065
684.866351,226,64.901961
1277.059199,428,65.020505
107.492633,64,65.038259
1139.749007,500,65.181623
1149.346822,500,65.28961
1149.7639,500,65.398475
1141.91768,500,65.507079
1162.697145,500,65.61546
523.588221,181,65.668993
444.711436,175,65.718088
398.251828,157,65.761151
638.74865,213,65.820401
648.174706,219,65.879351
109.514018,64,65.896723
604.694575,221,65.957738
595.512365,200,66.942399
1092.356726,356,67.05465
593.586306,199,67.114613
745.025057,241,67.188289
796.300087,260,67.266057
620.779462,203,67.327255
578.248845,198,67.38639
683.035367,215,67.45528
600.29752,219,68.003851
1099.905432,372,68.118244
736.715944,249,68.192161
601.064019,201,68.252184
542.00703,187,68.306865
763.535027,239,68.378088
736.630437,236,68.449574
1138.660674,417,68.604267
1183.96142,427,68.70316
1052.94748,389,68.793053
1401.94333,493,68.907743
1405.968187,495,69.023142
1516.774569,479,70.022727
1174.539717,456,70.147832
677.477837,230,70.211612
532.682426,192,70.263404
1025.223721,351,70.359752
868.638285,272,70.432532
162.73377,87,70.456267
583.845404,193,70.508571
754.600045,259,71.024603
308.635782,133,71.066104
396.719879,155,71.113879
600.302597,200,71.17358
170.533069,80,71.199242
572.763614,200,71.258172
1140.735644,383,71.371686
936.182738,292,71.458196
753.771962,258,71.535812
912.236245,289,72.079996
1088.815547,356,72.189118
1214.982336,435,72.33452
1022.818636,377,72.423147
1019.672843,378,72.511576
1439.410482,496,72.626755
1024.627312,381,72.715958
1221.743587,500,72.86854
855.762264,271,72.948683
645.862438,207,73.008826
689.633481,218,73.070299
548.718109,175,73.121402
803.173639,339,74.129688
635.403231,203,74.189873
824.292722,257,74.267468
781.331846,253,74.343076
927.849015,301,74.430383
872.271272,283,74.514086
527.866866,189,74.569597
124.566436,65,74.588885
916.030041,292,75.439353
225.503791,105,75.48254
553.459283,197,75.536667
797.898994,245,75.604271
591.308394,205,75.661778
135.875787,67,75.681409
561.348515,177,75.729492
544.312254,192,75.786161
635.899386,230,75.852269
882.507472,378,75.948842
875.326755,379,76.038085
936.807076,391,76.128836
885.546094,378,76.209442
1145.212924,500,76.31528
600.131322,189,76.373534
736.462196,237,76.434724
164.86896,77,76.456415
639.785398,244,77.404987
625.614001,217,77.463507
509.985642,166,77.510164
654.305739,212,77.567372
758.761236,250,77.63592
892.045066,287,77.715011
947.931771,303,77.797106
771.60329,243,77.861759
874.834218,265,78.88682
390.684094,135,78.932815
722.812539,299,79.026595
637.26933,196,79.086023
325.374191,141,79.129668
853.117306,273,79.210886
256.130782,104,79.241549
875.123893,286,79.327251
719.296507,225,79.392645
1206.234677,500,80.447809
1032.502927,421,80.59872
1243.13221,465,80.709152
1370.684714,500,80.825107
1301.265656,500,80.943281
1081.199134,500,81.061706
176.321845,96,81.093998
203.521252,108,81.125598
1289.179793,398,81.244847
1132.197949,500,81.39125
481.509656,156,81.436549
703.675887,296,81.525233
1542.91797,489,82.134672
862.201679,269,82.216543
919.790747,273,82.299382
384.212632,132,82.338674
1126.308606,359,82.441482
114.613991,64,82.462279
990.476667,301,82.54931
170.031706,78,82.573998
664.825156,210,82.634737
642.101026,197,83.147102
