#{"t_start": 1724772752.1111805, "env_id": "CustomHopper-source-v0"}
r,l,t
231.18336,96,41.545516
213.962711,87,41.627378
85.28475,46,41.671795
167.061474,75,41.751714
178.026519,79,41.824626
198.159051,90,41.922504
219.862698,99,42.011169
199.589865,91,42.096599
213.056077,92,42.193944
208.074697,96,42.285808
213.831668,93,42.370546
280.740915,115,42.487941
212.474675,90,42.564303
198.627206,91,42.669374
225.993013,105,42.80158
204.176244,89,42.909847
325.717961,126,44.199931
171.837558,79,44.272944
217.695646,100,44.365606
231.859596,100,44.463832
213.90575,94,44.554001
217.990255,98,44.651469
217.017999,98,44.743141
160.353445,81,44.817135
189.004652,82,44.897764
226.144938,100,44.993778
223.706632,101,45.088498
227.62659,102,45.181625
215.123463,88,45.263559
274.251908,153,45.401954
233.241088,102,45.50479
248.967751,112,45.630044
202.892216,95,45.748053
239.487803,106,45.890161
217.564047,101,46.024772
212.842977,95,46.160421
214.31401,91,47.356182
296.26459,178,47.537783
310.291654,132,47.68384
234.69168,106,47.801569
278.358359,113,47.932205
266.065235,117,48.073725
213.844961,93,48.188148
290.959719,120,48.329942
304.860357,123,48.445786
250.137396,106,48.541838
244.662896,110,48.653498
245.868781,107,48.75203
248.044162,104,48.815594
246.116023,103,48.869946
249.644813,104,48.932663
248.369273,104,48.989363
248.993597,104,49.043849
241.756775,118,49.17623
226.368852,107,49.276086
188.921053,92,49.363119
227.663814,106,49.471128
225.339651,106,49.577576
166.415994,72,49.646973
236.466377,101,49.752298
285.425426,118,50.945335
254.81796,118,51.07841
227.843979,100,51.188531
234.341016,102,51.301095
225.01152,110,51.420067
182.053194,87,51.522831
325.627221,129,51.654288
264.590422,114,51.761267
253.558958,120,51.874619
243.405913,107,51.979934
299.650353,124,52.120113
253.421035,116,52.236618
258.283501,119,52.353446
249.66356,115,52.457848
213.967153,94,52.561464
230.867381,104,52.661552
212.456047,88,52.742542
241.588288,107,52.842904
320.368376,135,54.05307
284.306492,116,54.196819
254.116362,114,54.335608
274.610717,110,54.466992
311.810671,143,54.610092
244.68458,102,54.707877
254.014885,109,54.808472
173.83505,83,54.884698
322.030576,130,55.012232
187.466255,81,55.088297
172.805989,80,55.169433
274.539525,117,55.283526
307.494823,139,55.413709
315.587171,131,55.557313
305.251578,136,55.697264
287.394172,123,55.819317
279.982649,127,55.97538
191.659951,84,56.076416
331.265051,139,57.14237
291.194615,122,57.284941
310.702858,131,57.383256
312.542345,132,57.46734
310.746064,131,57.544675
311.719501,132,57.621456
308.349244,130,57.694831
246.447153,110,57.808788
285.814662,127,57.96832
296.939549,129,58.117431
305.024928,134,58.302495
330.999514,128,58.472933
102.506511,49,58.540145
319.012677,131,58.698282
290.696486,115,58.848736
332.143918,133,59.03417
324.732789,132,59.216366
249.171492,114,59.348886
57.159884,32,59.389386
257.063403,118,59.526689
292.515936,115,59.653921
337.97927,134,59.78271
193.750162,97,59.871726
298.009184,125,61.134495
223.364351,101,61.229679
319.39871,130,61.364293
273.272921,128,61.512494
330.130767,133,61.686715
300.032796,121,61.835461
239.201981,112,61.969441
184.609355,83,62.060588
295.951242,122,62.202946
309.012965,127,62.356222
199.190548,94,62.458973
143.902211,68,62.535277
286.975098,122,62.658214
299.954323,128,62.777955
215.190801,102,62.87952
268.854813,111,62.989558
322.920992,139,63.12168
101.727426,50,63.181259
