#{"t_start": 1724524147.7140648, "env_id": "CustomHopper-source-v0"}
r,l,t
306.617992,135,28.693986
306.307871,127,28.735476
324.135122,129,28.775362
380.394473,167,28.826294
334.043962,142,28.870709
340.745044,146,28.91555
338.949881,141,28.960549
329.523444,138,29.00243
76.127841,43,29.017058
332.628009,157,29.066447
302.243845,120,29.103577
309.286283,147,29.148675
307.599808,132,29.181091
302.997458,130,29.207352
304.995857,131,29.235852
304.0348,130,29.262968
305.32106,131,29.290552
311.099159,121,30.232743
333.347849,145,30.277714
363.319266,149,30.319536
332.815303,131,30.357729
312.944609,137,30.397198
282.23844,127,30.432422
323.849342,132,30.470848
363.554425,153,30.513561
86.741816,46,30.527571
326.373462,144,30.568938
329.625316,142,30.608824
333.274818,130,30.647237
327.316773,142,30.686519
326.44311,131,30.722239
163.676831,84,30.74797
301.770293,133,30.784482
284.220199,122,31.773914
321.811208,131,31.816045
309.057659,131,31.855864
305.194071,128,31.892256
318.522891,133,31.929369
315.345403,132,31.967973
306.373909,132,32.004638
336.304815,156,32.048322
304.373331,126,32.084982
73.020675,43,32.098358
243.441254,116,32.13135
312.318674,129,32.168897
351.931261,158,32.212186
361.342382,152,32.254615
308.480185,140,32.295088
300.0655,130,32.331872
318.186464,133,33.331565
318.709879,135,33.375098
292.66558,120,33.415814
332.274321,142,33.460555
355.365253,138,33.506119
447.173138,161,33.555341
324.839775,142,33.61272
324.736289,142,33.64542
326.801815,143,33.67853
328.563539,144,33.713821
327.212978,143,33.747331
311.558658,139,33.801385
328.731752,134,33.842551
309.44493,125,33.882094
247.442052,118,33.920893
344.522714,163,33.970756
349.347324,137,34.015175
316.965065,124,34.05353
301.593925,121,34.091542
320.587326,137,34.135475
210.170819,100,35.033021
320.982481,151,35.079375
315.135561,147,35.127517
320.147574,127,35.167096
310.709537,125,35.206296
341.849027,164,35.258934
304.104164,144,35.303348
319.548987,132,35.346591
246.782694,120,35.383718
311.289469,125,35.423463
290.472209,116,35.459218
314.417344,125,35.498256
310.85585,128,35.539039
300.62798,122,35.576267
305.840782,129,35.611367
333.703319,135,36.385858
311.489313,129,36.425972
319.675709,135,36.466469
349.867963,130,36.504154
289.946943,134,36.543273
318.952935,131,36.580511
365.65221,147,36.621313
356.33541,166,36.669502
328.106509,146,36.710466
319.696513,133,36.749437
314.935738,127,36.786254
350.715569,141,36.825778
335.233945,133,36.864237
319.397653,136,36.911475
315.712796,134,36.941808
317.660179,135,36.971289
318.357008,135,37.000644
313.900713,133,37.029182
317.432479,133,37.07041
333.744757,140,37.112867
327.461852,127,38.134248
320.881925,131,38.178309
328.844895,155,38.222107
350.295489,148,38.269533
293.997177,126,38.308542
302.375442,154,38.355541
325.523304,134,38.398059
331.119073,138,38.441592
301.933944,127,38.483715
312.314352,142,38.527246
