#{"t_start": 1726013511.7930896, "env_id": "CustomHopper-target-v0"}
r,l,t
132.645027,70,20.722356
238.160813,111,20.761458
194.997281,104,20.799723
255.795338,115,20.839784
233.359295,104,21.400803
247.941928,120,21.442703
225.970101,104,21.479367
197.085607,95,21.514028
236.77444,108,21.552188
229.511443,104,21.588871
247.351814,116,21.631562
131.948127,70,21.656478
221.469823,109,21.694577
261.76836,121,21.738413
256.521892,113,21.778505
273.885684,121,21.822413
231.420881,108,21.860417
233.99068,104,21.89708
198.54084,94,21.931493
146.716408,78,21.959378
209.993106,98,21.993919
245.000274,110,22.033807
244.976983,112,22.073425
252.021863,120,22.647553
226.877197,106,22.684386
75.701278,44,22.700566
259.935898,113,22.73576
260.392561,113,22.768275
261.875446,114,22.801388
259.620926,113,22.835706
261.788808,114,22.868247
260.559937,113,22.92034
218.326311,103,22.958324
167.206526,82,22.98778
240.2213,108,23.025514
260.986476,112,23.066735
119.272293,63,23.089801
254.607395,111,23.128675
255.115837,112,23.169238
250.728605,108,23.207758
168.164482,82,23.236448
265.136459,117,23.27977
248.96217,109,23.316896
206.703068,100,23.352841
247.242225,111,23.390347
279.323992,124,23.433542
235.89572,109,23.472587
236.851089,104,23.509358
170.855837,95,23.542069
60.578682,36,24.092209
227.040747,104,24.129075
244.373126,109,24.16678
247.964471,110,24.20665
279.584222,130,24.252248
259.70842,115,24.293918
236.607694,110,24.332794
240.457936,108,24.370727
260.175513,110,24.411094
264.955324,117,24.451916
251.895476,115,24.494087
237.20961,104,24.531006
242.461907,113,24.570504
235.258856,106,24.609384
255.764813,115,24.65014
247.316883,109,24.689759
235.55382,106,24.727274
248.064481,110,24.76553
251.242598,121,24.809784
264.998052,121,25.443739
266.87284,117,25.485121
245.725779,114,25.530617
262.990063,113,25.575626
267.411101,116,25.618683
246.222294,111,25.665442
280.660815,129,25.712296
226.654578,101,25.748065
252.910329,110,25.78704
270.102374,116,25.841966
274.060532,118,25.876049
271.288445,117,25.911376
269.561807,116,25.944551
272.015088,117,25.978249
285.581427,122,26.036606
262.879201,120,26.079118
241.797788,109,26.119336
220.685274,97,26.153733
249.799333,107,26.191397
216.061391,102,26.228688
275.501539,124,26.272682
249.903688,114,26.312751
280.812921,119,26.900633
253.322751,111,26.940921
274.569925,124,26.987041
265.9151,119,27.03098
251.900248,114,27.072935
270.362221,119,27.11577
260.274936,112,27.157316
257.366744,112,27.199887
254.280827,110,27.240615
237.494592,112,27.282596
258.200853,113,27.32232
269.639186,123,27.367509
263.392571,112,27.409646
